,CloseTSLA,CloseNIO,spread,zscore
2022-04-07,1057.26,20.36,1036.9,1.7479425829764033
2022-04-06,1045.76,21.68,1024.08,1.7088285915336339
2022-04-05,1091.26,22.47,1068.79,1.8452393994436338
2022-04-04,1145.45,23.85,1121.6000000000001,2.0063634156755086
2022-04-01,1084.59,21.93,1062.6599999999999,1.826536687466709
2022-03-31,1077.6,21.05,1056.55,1.807894995757246
2022-03-30,1093.99,22.17,1071.82,1.8544839699640385
2022-03-29,1099.57,21.88,1077.6899999999998,1.8723934184639646
2022-03-28,1091.84,21.21,1070.6299999999999,1.850853264050084
2022-03-25,1010.64,19.91,990.73,1.6070772955417199
2022-03-24,1013.92,21.98,991.9399999999999,1.6107690217231354
2022-03-23,999.11,21.87,977.24,1.5659191251389935
2022-03-22,993.98,21.77,972.21,1.550572527872447
2022-03-21,921.16,20.26,900.9,1.333004764238761
2022-03-18,905.39,20.86,884.53,1.2830596753215904
2022-03-17,871.6,18.82,852.78,1.1861900007265893
2022-03-16,840.23,18.75,821.48,1.0906932821494704
2022-03-15,801.89,14.93,786.96,0.9853723005110631
2022-03-14,766.37,14.1,752.27,0.8795326465992335
2022-03-11,795.35,16.07,779.28,0.9619405178058783
2022-03-10,838.3,17.77,820.53,1.0877948194450529
2022-03-09,858.97,20.17,838.8000000000001,1.1435368337710585
2022-03-08,824.4,17.98,806.42,1.0447450207510225
2022-03-07,804.58,18.12,786.46,0.9838467938245276
2022-03-04,838.29,18.63,819.66,1.0851404378104812
2022-03-03,839.29,19.88,819.41,1.0843776844672135
2022-03-02,879.89,21.77,858.12,1.202482412138788
2022-03-01,864.37,21.87,842.5,1.1548255832514205
2022-02-28,870.43,22.84,847.5899999999999,1.1703552413203513
2022-02-25,809.87,20.94,788.93,0.9913827968560125
2022-02-24,800.77,21.22,779.55,0.9627642914166075
2022-02-23,764.04,20.46,743.5799999999999,0.8530193403872471
2022-02-22,821.53,21.77,799.76,1.0244252716863704
2022-02-18,856.98,23.21,833.77,1.1281902365045116
2022-02-17,876.35,24.72,851.63,1.1826813353475578
2022-02-16,923.39,25.61,897.78,1.3234856025147796
2022-02-15,922.43,25.79,896.64,1.320007447269479
2022-02-14,875.76,23.79,851.97,1.1837186798944022
2022-02-11,860.0,24.1,835.9,1.1346888949891525
2022-02-10,904.55,25.35,879.1999999999999,1.2667977740431222
2022-02-09,932.0,26.1,905.9,1.3482598311041154
2022-02-08,922.0,24.69,897.31,1.3220516262294364
2022-02-07,907.34,23.99,883.35,1.2794594795413667
2022-02-04,923.32,23.96,899.36,1.328306203644232
2022-02-03,891.14,23.13,868.01,1.2326569343984592
2022-02-02,905.66,23.76,881.9,1.2750355101504138
2022-02-01,931.25,24.84,906.41,1.3498158479243816
2022-01-31,936.72,24.51,912.21,1.367511725488193
2022-01-28,846.35,20.9,825.45,1.1028058052405618
2022-01-27,829.1,21.11,807.99,1.049535111746744
2022-01-26,937.41,22.66,914.75,1.375261299455793
2022-01-25,918.4,23.79,894.61,1.313813890122145
2022-01-24,930.0,24.87,905.13,1.345910550806851
2022-01-21,943.9,27.35,916.55,1.3807531235273205
2022-01-20,996.27,29.13,967.14,1.5351038900709773
2022-01-19,995.65,28.63,967.02,1.5347377684662087
2022-01-18,1030.51,29.61,1000.9,1.6381061015458507
2022-01-14,1049.61,30.95,1018.6599999999999,1.6922920990515895
2022-01-13,1031.56,30.48,1001.0799999999999,1.6386552839530033
2022-01-12,1106.22,31.68,1074.54,1.8627827263387915
2022-01-11,1064.4,30.02,1034.38,1.7402540292762647
2022-01-10,1058.12,28.91,1029.2099999999998,1.7244802901374874
2022-01-07,1026.96,29.3,997.6600000000001,1.6282208182171014
2022-01-06,1064.7,29.31,1035.39,1.7433355527830663
2022-01-05,1088.12,29.88,1058.2399999999998,1.8130512083577355
2022-01-04,1149.59,31.58,1118.01,1.9954102776661835
2022-01-03,1199.78,33.47,1166.31,2.1427742235855076
2021-12-31,1056.78,31.68,1025.1,1.7119406251741662
2021-12-30,1070.34,32.42,1037.9199999999998,1.751054616616935
2021-12-29,1086.19,28.25,1057.94,1.812135904345815
2021-12-28,1088.47,29.63,1058.84,1.8148818163815783
2021-12-27,1093.94,29.96,1063.98,1.830564025119163
2021-12-23,1067.0,30.52,1036.48,1.7466611573597133
2021-12-22,1008.87,29.85,979.02,1.5713499289430595
2021-12-21,938.53,30.16,908.37,1.3557958341356007
2021-12-20,899.94,28.16,871.7800000000001,1.2441592548149367
2021-12-17,932.57,30.0,902.57,1.3380999565717895
2021-12-16,926.92,30.07,896.8499999999999,1.3206481600778235
2021-12-15,975.99,30.79,945.2,1.468164656665802
2021-12-14,958.51,32.3,926.21,1.4102259127111856
2021-12-13,966.41,33.66,932.75,1.430179540171069
2021-12-10,1017.03,34.26,982.77,1.5827912290920754
2021-12-09,1003.8,34.05,969.75,1.5430670349746922
2021-12-08,1068.96,35.05,1033.91,1.7388200529909212
2021-12-07,1051.75,33.12,1018.63,1.6922005686503978
2021-12-06,1009.01,32.34,976.67,1.5641800475163428
2021-12-03,1014.97,32.15,982.82,1.582943779760729
2021-12-02,1084.6,36.2,1048.3999999999999,1.783029236766718
2021-12-01,1095.0,38.31,1056.69,1.8083221376294762
2021-11-30,1144.76,39.13,1105.6299999999999,1.9576387321075654
2021-11-29,1136.99,40.46,1096.53,1.9298745104126207
2021-11-26,1081.92,39.99,1041.93,1.7632891802429498
2021-11-24,1116.0,41.42,1074.58,1.8629047668737142
2021-11-23,1109.03,42.04,1066.99,1.8397475753721064
2021-11-22,1156.87,41.49,1115.3799999999999,1.9873861124950067
2021-11-19,1137.06,38.66,1098.3999999999999,1.935579905420263
2021-11-18,1096.38,38.41,1057.97,1.8122274347470069
2021-11-17,1089.01,39.67,1049.34,1.7858971893374047
2021-11-16,1054.73,40.67,1014.0600000000001,1.678257437535464
2021-11-15,1013.39,40.57,972.8199999999999,1.5524336460300197
2021-11-12,1033.42,42.67,990.7500000000001,1.6071383158091814
2021-11-11,1063.51,42.2,1021.31,1.7003772844902276
2021-11-10,1067.95,39.55,1028.4,1.7220089693053007
2021-11-09,1023.5,40.64,982.86,1.5830658202956518
2021-11-08,1162.94,43.2,1119.74,2.0006885308015963
2021-11-05,1222.09,42.29,1179.8,2.183932393988234
2021-11-04,1229.91,43.12,1186.7900000000002,2.2052589774660003
2021-11-03,1213.86,41.5,1172.36,2.1612328544925865
2021-11-02,1172.0,41.3,1130.7,2.0341276373704535
2021-11-01,1208.59,40.84,1167.75,2.14716768284273
2021-10-29,1114.0,39.41,1074.59,1.862935277007445
2021-10-28,1077.04,40.79,1036.25,1.745959424283907
2021-10-27,1037.86,39.31,998.55,1.630936220119134
2021-10-26,1018.43,40.47,977.9599999999999,1.5681158547676042
2021-10-25,1024.86,41.27,983.5899999999999,1.5852930600579933
2021-10-22,909.68,38.88,870.8,1.2411692617093268
2021-10-21,894.0,39.97,854.03,1.190003767442928
2021-10-20,865.8,39.78,826.02,1.104544882863212
2021-10-19,864.27,40.03,824.24,1.099114079059146
2021-10-18,870.11,39.61,830.5,1.1182134227745697
2021-10-15,843.03,37.71,805.3199999999999,1.0413889060406445
2021-10-14,818.32,36.28,782.0400000000001,0.9703613147155543
2021-10-13,811.08,36.24,774.84,0.9483940184294437
2021-10-12,805.72,35.51,770.21,0.9342678265121255
2021-10-11,791.94,35.64,756.3000000000001,0.8918282304927094
2021-10-08,785.49,35.83,749.66,0.8715695016955184
2021-10-07,793.61,35.99,757.62,0.8958555681451628
2021-10-06,782.75,33.66,749.09,0.8698304240728681
2021-10-05,780.59,33.87,746.72,0.8625995223786901
2021-10-04,781.53,33.4,748.13,0.86690145123472
2021-10-01,775.22,35.38,739.84,0.8416085503719624
2021-09-30,775.48,35.63,739.85,0.841639060505693
2021-09-29,781.31,35.13,746.18,0.8609519751572315
2021-09-28,777.56,35.05,742.51,0.8497547560780615
2021-09-27,791.36,36.77,754.59,0.886610997624758
2021-09-24,774.39,35.38,739.01,0.8390762092723133
2021-09-23,753.64,36.01,717.63,0.7738455433560576
2021-09-22,751.94,35.7,716.24,0.7696046347674891
2021-09-21,739.38,34.9,704.48,0.7337247175001753
2021-09-20,730.17,35.17,695.0,0.7048011107234632
2021-09-17,759.49,37.51,721.98,0.7871174515289161
2021-09-16,756.99,37.09,719.9,0.7807713437129284
2021-09-15,755.83,38.03,717.8000000000001,0.7743642156294799
2021-09-14,744.49,37.89,706.6,0.7401928658510857
2021-09-13,743.0,38.39,704.61,0.7341213492386746
2021-09-10,736.27,37.98,698.29,0.7148389447208663
2021-09-09,754.86,38.45,716.41,0.770123307040911
2021-09-08,753.87,38.14,715.73,0.7680486179472229
2021-09-07,752.92,40.59,712.3299999999999,0.7576751724787816
2021-09-03,733.57,40.37,693.2,0.6993092866519357
2021-09-02,732.39,40.35,692.04,0.6957701111391732
2021-09-01,734.09,39.08,695.01,0.7048316208571939
2021-08-31,735.72,39.31,696.4100000000001,0.7091030395794934
2021-08-30,730.91,37.8,693.11,0.6990346954483592
2021-08-27,711.92,38.05,673.87,0.6403331981504751
2021-08-26,701.16,38.26,662.9,0.6068635814478873
2021-08-25,711.2,38.95,672.25,0.6353905564861002
2021-08-24,708.49,38.94,669.55,0.6271528203788087
2021-08-23,706.3,38.17,668.13,0.6228203813890482
2021-08-20,680.26,36.92,643.34,0.5471857598706207
2021-08-19,673.47,36.29,637.1800000000001,0.528391517492504
2021-08-18,688.99,38.86,650.13,0.567902140673772
2021-08-17,665.71,38.1,627.61,0.4991933195122154
2021-08-16,686.17,38.62,647.55,0.5600305261712489
2021-08-13,717.17,41.03,676.14,0.647258998507346
2021-08-12,722.25,42.47,679.78,0.658364687185324
2021-08-11,707.82,43.97,663.85,0.6097620441523048
2021-08-10,709.99,44.22,665.77,0.6156199898286008
2021-08-09,713.76,45.21,668.55,0.6241018070057378
2021-08-06,699.1,43.84,655.26,0.5835538392776257
2021-08-05,714.63,45.6,669.03,0.6255662934248118
2021-08-04,710.92,45.09,665.8299999999999,0.6158030506309848
2021-08-03,709.74,44.57,665.17,0.6137893818047582
2021-08-02,709.67,45.85,663.8199999999999,0.6096705137511124
2021-07-30,687.2,44.68,642.5200000000001,0.5446839289047027
2021-07-29,677.35,42.62,634.73,0.5209165347284802
2021-07-28,646.98,41.84,605.14,0.43063704901931227
2021-07-27,644.78,39.36,605.42,0.43149133276377205
2021-07-26,657.62,43.17,614.45,0.4590419835226025
2021-07-23,643.38,43.99,599.39,0.4130937221241546
2021-07-22,649.26,46.07,603.1899999999999,0.4246875729418239
2021-07-21,655.29,46.77,608.52,0.4409494742202919
2021-07-20,660.5,44.17,616.33,0.4647778886639758
2021-07-19,646.22,43.35,602.87,0.42371124866244136
2021-07-16,644.22,42.8,601.4200000000001,0.4192872792714888
2021-07-15,650.6,43.68,606.9200000000001,0.43606785282337873
2021-07-14,653.38,43.05,610.33,0.4464718084255504
2021-07-13,668.54,44.96,623.5799999999999,0.48689773561873945
2021-07-12,685.7,46.34,639.36,0.5350427266457984
2021-07-09,656.95,45.53,611.4200000000001,0.4497974130021978
2021-07-08,652.81,45.6,607.2099999999999,0.43695264670156886
2021-07-07,644.65,46.04,598.61,0.4107139316931594
2021-07-06,659.58,50.29,609.2900000000001,0.4432987545175568
2021-07-02,678.9,50.4,628.5,0.5019087214142485
2021-07-01,677.92,50.9,627.02,0.4973932216221035
2021-06-30,679.7,53.2,626.5,0.4958066946681067
2021-06-29,680.76,50.34,630.42,0.5077666670905445
2021-06-28,688.72,49.4,639.32,0.5349206861108757
2021-06-25,671.87,45.07,626.8,0.4967219986800278
2021-06-24,679.82,45.46,634.36,0.519787659780444
2021-06-23,656.57,45.41,611.1600000000001,0.44900414952519935
2021-06-22,623.71,44.1,579.61,0.3527446776048123
2021-06-21,620.83,46.51,574.32,0.3366048168612674
2021-06-18,623.31,46.91,576.4,0.34295092467725463
2021-06-17,616.6,47.36,569.24,0.3211056689260671
2021-06-16,604.87,45.02,559.85,0.2924566533529314
2021-06-15,599.36,45.15,554.21,0.2752489379288116
2021-06-14,617.69,46.55,571.1400000000001,0.3269025943349021
2021-06-11,609.89,45.68,564.21,0.3057590716595206
2021-06-10,610.12,42.76,567.36,0.31536976378469384
2021-06-09,598.78,42.74,556.04,0.2808322924015311
2021-06-08,603.59,43.56,560.03,0.29300583576008404
2021-06-07,605.13,43.68,561.45,0.2973382747498449
2021-06-04,599.05,41.94,557.1099999999999,0.2840968767107168
2021-06-03,572.84,40.9,531.94,0.20730287011052279
2021-06-02,605.12,41.16,563.96,0.30499631831625285
2021-06-01,623.9,42.34,581.56,0.3586941536823004
2021-05-28,625.22,38.62,586.6,0.37407126108257793
2021-05-27,630.85,38.91,591.94,0.39036367249477666
2021-05-26,619.13,37.76,581.37,0.3581144611414171
2021-05-25,604.69,36.07,568.62,0.31921404063476316
2021-05-24,606.44,35.89,570.5500000000001,0.32510249644479017
2021-05-21,580.88,34.06,546.8199999999999,0.25270194910181737
2021-05-20,586.78,34.33,552.4499999999999,0.2698791543922065
2021-05-19,563.46,33.46,530.0,0.20138390416676508
2021-05-18,577.87,34.19,543.6800000000001,0.24312176711037514
2021-05-17,576.83,33.81,543.02,0.2411080982841481
2021-05-14,589.74,33.42,556.32,0.28168657614599124
2021-05-13,571.69,31.22,540.47,0.23332801418281746
2021-05-12,589.89,33.68,556.21,0.2813509646749534
2021-05-11,617.2,34.87,582.33,0.3610434339795653
2021-05-10,629.04,34.33,594.7099999999999,0.3988149795381826
2021-05-07,672.37,36.94,635.4300000000001,0.52305224408963
2021-05-06,663.54,36.68,626.86,0.49690505948241226
2021-05-05,670.94,37.71,633.23,0.5163400146688739
2021-05-04,673.6,37.93,635.6700000000001,0.523784487299167
2021-05-03,684.9,39.54,645.36,0.5533488068842238
2021-04-30,709.44,39.84,669.6,0.6273053710474624
2021-04-29,677.0,38.99,638.01,0.5309238585921527
2021-04-28,694.4,41.19,653.21,0.5772992618628304
2021-04-27,704.74,41.21,663.53,0.608785719872922
2021-04-26,738.2,42.62,695.58,0.7065706984798444
2021-04-23,729.4,41.08,688.3199999999999,0.6844203413913494
2021-04-22,719.69,39.57,680.12,0.6594020317321683
2021-04-21,744.12,38.9,705.22,0.7359824673962478
2021-04-20,718.99,36.93,682.0600000000001,0.6653209976759259
2021-04-19,714.63,36.78,677.85,0.6524762313752973
2021-04-16,739.78,36.09,703.6899999999999,0.7313144169354491
2021-04-15,738.85,35.66,703.19,0.729788910248914
2021-04-14,732.23,37.02,695.21,0.7054418235318082
2021-04-13,762.32,38.48,723.84,0.792792336402828
2021-04-12,701.98,37.14,664.84,0.612782547391645
2021-04-09,677.02,38.12,638.9,0.5336392604941858
2021-04-08,683.8,38.7,645.0999999999999,0.5525555434072251
2021-04-07,670.97,37.27,633.7,0.5177739909542173
2021-04-06,691.62,40.0,651.62,0.5724481505996476
2021-04-05,691.05,39.31,651.74,0.5728142722044162
2021-04-01,661.75,39.66,622.09,0.4823517256928641
2021-03-31,667.93,38.98,628.9499999999999,0.5032816774321301
2021-03-30,635.62,37.55,598.07,0.40906638447170124
2021-03-29,611.29,35.51,575.78,0.34105929638595067
2021-03-26,618.71,36.13,582.58,0.361806187322833
2021-03-25,640.39,37.94,602.45,0.4224298230457517
2021-03-24,630.27,36.96,593.31,0.39454356081588343
2021-03-23,662.16,41.18,620.98,0.4789651008487554
2021-03-22,670.0,42.94,627.06,0.49751526215702624
2021-03-19,654.87,43.35,611.52,0.4501025143395046
2021-03-18,653.16,41.63,611.53,0.4501330244732353
2021-03-17,701.81,44.76,657.05,0.5890151532154225
2021-03-16,676.88,43.68,633.2,0.5162484842676819
2021-03-15,707.94,44.93,663.0100000000001,0.6071991929189254
2021-03-12,693.73,45.5,648.23,0.5621052152649374
2021-03-11,699.6,46.03,653.57,0.578397626677136
2021-03-10,668.06,41.32,626.7399999999999,0.49653893787764336
2021-03-09,673.58,41.35,632.23,0.513289001295803
2021-03-08,563.0,35.21,527.79,0.19464116461227826
2021-03-05,597.95,38.11,559.84,0.29242614321920074
2021-03-04,621.44,39.28,582.1600000000001,0.36052476170614334
2021-03-03,653.2,41.53,611.6700000000001,0.4505601663454655
2021-03-02,686.44,43.29,643.1500000000001,0.5466060673297374
2021-03-01,718.43,49.76,668.67,0.6244679286105063
2021-02-26,675.5,45.78,629.72,0.505630957729395
2021-02-25,682.22,46.81,635.4100000000001,0.5229912238221687
2021-02-24,742.02,51.86,690.16,0.6900342059978
2021-02-23,698.84,49.11,649.73,0.5666817353245437
2021-02-22,714.5,50.68,663.82,0.6096705137511127
2021-02-19,781.3,55.04,726.26,0.8001757887656594
2021-02-18,787.38,54.43,732.95,0.8205870682315038
2021-02-17,798.15,57.32,740.8299999999999,0.8446290536113021
2021-02-16,796.22,59.23,736.99,0.8329131622587101
2021-02-12,816.12,59.85,756.27,0.8917367000915171
2021-02-11,811.66,60.27,751.39,0.876847754830931
2021-02-10,804.82,61.26,743.5600000000001,0.8529583201197861
2021-02-09,849.46,62.84,786.62,0.9843349559642188
2021-02-08,863.42,59.07,804.3499999999999,1.0384294230687656
2021-02-05,852.23,56.67,795.5600000000001,1.0116110155194729
2021-02-04,849.99,57.6,792.39,1.0019393031268378
2021-02-03,854.69,57.98,796.71,1.0151196808985044
2021-02-02,872.79,55.77,817.02,1.077085762505574
2021-02-01,839.81,56.99,782.8199999999999,0.9727411051465492
2021-01-29,793.53,57.0,736.53,0.8315096961070975
2021-01-28,835.43,58.37,777.06,0.9551672681176608
2021-01-27,864.16,57.15,807.01,1.0465451186411343
2021-01-26,883.09,60.31,822.78,1.0946595995344623
2021-01-25,880.8,59.99,820.81,1.0886491031895127
2021-01-22,846.64,61.95,784.6899999999999,0.9784465001541918
2021-01-21,844.99,58.34,786.65,0.9844264863654109
2021-01-20,850.45,57.71,792.74,1.0030071578074127
2021-01-19,844.55,58.44,786.1099999999999,0.9827789391439523
2021-01-15,826.16,56.27,769.89,0.9332915022327427
2021-01-14,845.0,60.87,784.13,0.9767379326652723
2021-01-13,854.41,62.15,792.26,1.0015426713883386
2021-01-12,849.44,62.04,787.4000000000001,0.9867147463952144
2021-01-11,811.19,62.7,748.49,0.8679998160490255
2021-01-08,880.02,58.92,821.1,1.0895338970677035
2021-01-07,816.04,54.28,761.76,0.9084867635096763
2021-01-06,755.98,50.5,705.48,0.7367757308732462
2021-01-05,735.11,53.2,681.91,0.6648633456699651
2021-01-04,729.77,53.49,676.28,0.6476861403795758
2020-12-31,705.67,48.74,656.93,0.588649031610654
2020-12-30,694.78,48.38,646.4,0.5565218607922174
2020-12-29,665.99,46.14,619.85,0.4755174557371853
2020-12-28,663.69,44.06,619.6300000000001,0.47484623279510996
2020-12-24,661.77,45.77,616.0,0.4637710542508623
2020-12-23,645.98,47.01,598.97,0.411812296507465
2020-12-22,640.34,47.58,592.76,0.3928655034606946
2020-12-21,649.86,48.95,600.91,0.41773126245122233
2020-12-18,695.0,46.72,648.28,0.5622577659335908
2020-12-17,655.9,46.0,609.9,0.44515987267512974
2020-12-16,622.77,44.67,578.1,0.3481376474114753
2020-12-15,633.25,43.5,589.75,0.3836819532077512
2020-12-14,639.83,40.98,598.85,0.4114461749026964
2020-12-11,609.99,41.98,568.01,0.3173529224771899
2020-12-10,627.07,45.22,581.85,0.3595789475604912
2020-12-09,604.48,44.01,560.47,0.2943482816442354
2020-12-08,649.88,46.56,603.3199999999999,0.4250842046803231
2020-12-07,641.76,45.11,596.65,0.4047339454819403
2020-12-04,599.04,43.04,556.0,0.2807102518666084
2020-12-03,593.38,45.35,548.03,0.25639367528323326
2020-12-02,568.82,47.98,520.84,0.17343662166943574
2020-12-01,584.76,45.36,539.4,0.23006342987363143
2020-11-30,567.6,50.53,517.07,0.16193430125295852
2020-11-27,585.76,54.0,531.76,0.20675368770336983
2020-11-25,574.0,53.69,520.31,0.1718195845817079
2020-11-24,555.38,53.51,501.87,0.11555889798228074
2020-11-23,521.85,55.38,466.47,0.007553024575571024
2020-11-20,489.61,49.25,440.36,-0.07210893459531015
2020-11-19,499.27,48.45,450.82,-0.040195334712988626
2020-11-18,486.64,45.06,441.58,-0.06838669828016375
2020-11-17,441.61,46.59,395.02,-0.21044188093034474
2020-11-16,408.09,45.58,362.51,-0.3096303256888796
2020-11-13,408.5,44.56,363.94,-0.3052673765653882
2020-11-12,411.76,48.3,363.46,-0.3067318629844623
2020-11-11,417.13,43.08,374.05,-0.2744216313636414
2020-11-10,410.36,41.55,368.81,-0.2904089414385329
2020-11-09,421.26,44.02,377.24,-0.26468889870354523
2020-11-06,429.95,41.63,388.32,-0.23088367052991973
2020-11-05,438.09,42.35,395.73999999999995,-0.2082451513017338
2020-11-04,420.98,37.71,383.27000000000004,-0.24629128806392764
2020-11-03,423.9,35.5,388.4,-0.2306395894600741
2020-11-02,400.51,33.32,367.19,-0.29535158310290777
2020-10-30,388.04,30.58,357.46000000000004,-0.3250379432228875
2020-10-29,410.83,31.99,378.84,-0.2598072773066319
2020-10-28,406.02,27.51,378.51,-0.2608141117197452
2020-10-27,424.68,28.44,396.24,-0.20671964461519818
2020-10-26,420.28,26.01,394.27,-0.21273014096014792
2020-10-23,420.63,27.16,393.46999999999997,-0.21517095165860467
2020-10-22,425.79,27.38,398.41,-0.20009894559563426
2020-10-21,422.64,27.86,394.78,-0.2111741241398818
2020-10-20,421.94,27.96,393.98,-0.21361493483833838
2020-10-19,430.83,27.63,403.2,-0.1854845915386248
2020-10-16,439.67,28.48,411.19,-0.16110699468778827
2020-10-15,448.88,28.07,420.81,-0.13175624603884623
2020-10-14,461.3,26.5,434.8,-0.08907256894958435
2020-10-13,446.65,21.62,425.03,-0.11888096960448714
2020-10-12,442.3,21.85,420.45,-0.1328546108531518
2020-10-09,434.0,21.47,412.53,-0.15701863676787337
2020-10-08,425.92,21.44,404.48,-0.18157929442109394
2020-10-07,425.3,21.56,403.74,-0.18383704431716644
2020-10-06,413.98,20.67,393.31,-0.21565911379829591
2020-10-05,425.68,21.59,404.09000000000003,-0.18276918963659156
2020-10-02,415.09,21.18,393.90999999999997,-0.21382850577445348
2020-10-01,448.16,21.76,426.40000000000003,-0.11470108128337983
2020-09-30,429.01,21.22,407.78999999999996,-0.17148044015622943
2020-09-29,419.07,20.85,398.21999999999997,-0.2006786381365179
2020-09-28,421.2,18.81,402.39,-0.18795591237081222
2020-09-25,407.34,18.32,389.02,-0.22874796116877014
2020-09-24,387.79,17.85,369.94,-0.2869612963269628
2020-09-23,380.36,17.96,362.40000000000003,-0.30996593715991727
2020-09-22,424.23,19.23,405.0,-0.17999276746709714
2020-09-21,449.39,18.81,430.58,-0.10194784538394362
2020-09-18,442.15,19.41,422.73999999999995,-0.12586779022881955
2020-09-17,423.43,19.3,404.13,-0.18264714910166882
2020-09-16,441.76,19.01,422.75,-0.1258372800950887
2020-09-15,449.76,19.19,430.57,-0.1019783555176743
2020-09-14,419.62,18.73,400.89,-0.19253243243041857
2020-09-11,372.72,17.97,354.75,-0.3333061894639097
2020-09-10,371.34,17.74,353.59999999999997,-0.3368148548429414
2020-09-09,366.28,18.09,348.19,-0.35332083719125484
2020-09-08,330.21,17.03,313.17999999999995,-0.4601368153824671
2020-09-04,418.32,17.98,400.34,-0.1942104897856076
2020-09-03,407.0,18.7,388.3,-0.23094469079738109
2020-09-02,447.37,19.9,427.47,-0.11143649697419399
2020-09-01,475.05,20.12,454.93,-0.027655669749667197
2020-08-31,498.32,19.03,479.28999999999996,0.04666701601833974
2020-08-28,2213.4,18.5,2194.9,5.281016068992503
2020-08-27,2238.75,19.88,2218.87,5.354148859545012
2020-08-26,2153.17,20.44,2132.73,5.091334567588685
2020-08-25,2023.34,17.84,2005.5,4.703154136132875
2020-08-24,2014.2,14.97,1999.23,4.684024282283721
2020-08-21,2049.98,14.12,2035.8600000000001,4.795782902139308
2020-08-20,2001.83,13.78,1988.05,4.649913952772787
2020-08-19,1878.53,14.06,1864.47,4.272869720128686
2020-08-18,1887.09,14.3,1872.79,4.298254151392636
2020-08-17,1835.64,14.05,1821.5900000000001,4.142042266691407
2020-08-14,1650.71,13.1,1637.6100000000001,3.580716826313823
2020-08-13,1621.0,13.36,1607.64,3.489277955522887
2020-08-12,1554.76,13.36,1541.4,3.2871788296906717
2020-08-11,1374.39,12.99,1361.4,2.7379964225379094
2020-08-10,1418.57,14.21,1404.36,2.869067957045035
2020-08-07,1452.71,13.42,1439.29,2.9756398541664013
2020-08-06,1489.58,13.84,1475.74,3.086849291614836
2020-08-05,1485.02,13.92,1471.1,3.0726925895637867
2020-08-04,1487.0,13.64,1473.36,3.079587879786927
2020-08-03,1485.0,13.6,1471.4,3.0736078935757085
2020-07-31,1430.76,11.94,1418.82,2.91318561041964
2020-07-30,1487.49,12.2,1475.29,3.0854763355969537
2020-07-29,1499.11,12.7,1486.4099999999999,3.119403604305502
2020-07-28,1476.49,12.27,1464.22,3.0517016175570593
2020-07-27,1539.6,11.69,1527.9099999999999,3.2460206592879444
2020-07-24,1417.0,11.82,1405.18,2.8715697880109534
2020-07-23,1513.07,12.15,1500.9199999999998,3.16367380834876
2020-07-22,1592.33,12.38,1579.9499999999998,3.404795395222554
2020-07-21,1568.36,12.88,1555.4799999999998,3.330137097983508
2020-07-20,1643.0,12.82,1630.18,3.558047796951905
2020-07-17,1500.84,11.09,1489.75,3.1295939889715596
2020-07-16,1500.64,12.94,1487.7,3.123339411556764
2020-07-15,1546.01,13.52,1532.49,3.2599943005366088
2020-07-14,1516.8,14.09,1502.71,3.1691351222865585
2020-07-13,1497.06,13.84,1483.22,3.109670871645406
2020-07-10,1544.65,14.98,1529.67,3.2513904428245497
2020-07-09,1394.28,14.57,1379.71,2.793860477398838
2020-07-08,1365.88,12.88,1353.0,2.712367910204114
2020-07-07,1389.86,13.22,1376.6399999999999,2.7844938663435093
2020-07-06,1371.58,11.51,1360.07,2.733938574751725
2020-07-02,1208.66,9.38,1199.28,2.2433661344956555
2020-07-01,1119.63,7.91,1111.72,1.9762194035495677
2020-06-30,1079.81,7.72,1072.09,1.8553077435747678
2020-06-29,1009.35,7.23,1002.12,1.6418283378609972
2020-06-26,959.74,6.9,952.84,1.4914743988360635
2020-06-25,985.98,7.08,978.9,1.570983807338291
2020-06-24,960.85,6.86,953.99,1.494983064215095
2020-06-23,1001.78,7.23,994.55,1.6187321666268504
2020-06-22,994.32,7.43,986.8900000000001,1.5953614041891278
2020-06-19,1000.9,7.34,993.56,1.6157116633875102
2020-06-18,1003.96,7.18,996.7800000000001,1.625535926448799
2020-06-17,991.79,6.84,984.9499999999999,1.5894424382453698
2020-06-16,982.13,6.99,975.14,1.5595119970555444
2020-06-15,990.9,6.83,984.0699999999999,1.5867575464770673
2020-06-12,935.28,6.1,929.18,1.4192874224292058
2020-06-11,972.84,5.91,966.9300000000001,1.5344631772626325
2020-06-10,1025.05,6.3,1018.75,1.6925666902551664
2020-06-09,940.67,6.68,933.99,1.433962796753677
2020-06-08,949.92,5.97,943.9499999999999,1.4643508899494628
2020-06-05,885.66,5.59,880.0699999999999,1.269452155677694
2020-06-04,864.38,5.97,858.41,1.2033672060169784
2020-06-03,882.96,5.6,877.36,1.2611839094366721
2020-06-02,881.56,4.7,876.8599999999999,1.2596584027501363
2020-06-01,898.1,4.26,893.84,1.3114646098248806
2020-05-29,835.0,3.98,831.02,1.1197999497285667
2020-05-28,805.81,3.83,801.9799999999999,1.0311985213745876
2020-05-27,820.23,4.17,816.0600000000001,1.0741567896674262
2020-05-26,818.87,3.82,815.05,1.0710752661606242
2020-05-22,816.88,3.27,813.61,1.0666818069034023
2020-05-21,827.6,3.33,824.27,1.099205609460338
2020-05-20,815.56,3.48,812.0799999999999,1.0620137564426035
2020-05-19,808.01,3.69,804.3199999999999,1.0383378926675735
